,County,Total,"    Less than $10,000","    $10,000 to $14,999","    $15,000 to $24,999","    $25,000 to $34,999","    $35,000 to $49,999","    $50,000 to $74,999","    $75,000 to $99,999","    $100,000 to $149,999","    $150,000 to $199,999","    $200,000 or more",Median income (dollars),Mean income (dollars),    Household income in the past 12 months,    Family income in the past 12 months,    Nonfamily income in the past 12 months,Fiscal Year,Region,Type of Allegation,Allegation Count
3504,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2021.0,4-Tyler,Physical Neglect,223.0
3505,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2021.0,4-Tyler,Refusal To Accept Parental Responsibility,13.0
3506,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2021.0,4-Tyler,Sexual Abuse,507.0
3507,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2020.0,4-Tyler,Abandonment,2.0
3508,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2020.0,4-Tyler,Emotional Abuse,54.0
3509,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2020.0,4-Tyler,Medical Neglect,78.0
3510,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2020.0,4-Tyler,Neglectful Supervision,1451.0
3511,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2020.0,4-Tyler,Physical Abuse,492.0
3512,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2020.0,4-Tyler,Physical Neglect,194.0
3513,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2020.0,4-Tyler,Refusal To Accept Parental Responsibility,20.0
3514,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2020.0,4-Tyler,Sex Trafficking,3.0
3515,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2020.0,4-Tyler,Sexual Abuse,481.0
3516,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2019.0,4-Tyler,Abandonment,7.0
3517,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2019.0,4-Tyler,Emotional Abuse,48.0
3518,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2019.0,4-Tyler,Medical Neglect,93.0
3519,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2019.0,4-Tyler,Neglectful Supervision,1312.0
3520,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2019.0,4-Tyler,Physical Abuse,516.0
3521,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2019.0,4-Tyler,Physical Neglect,194.0
3522,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2019.0,4-Tyler,Refusal To Accept Parental Responsibility,10.0
3523,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2019.0,4-Tyler,Sex Trafficking,3.0
3524,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2019.0,4-Tyler,Sexual Abuse,521.0
3525,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2018.0,4-Tyler,Abandonment,4.0
3526,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2018.0,4-Tyler,Emotional Abuse,39.0
3527,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2018.0,4-Tyler,Labor Trafficking,1.0
3528,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2018.0,4-Tyler,Medical Neglect,94.0
3529,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2018.0,4-Tyler,Neglectful Supervision,1363.0
3530,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2018.0,4-Tyler,Physical Abuse,506.0
3531,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2018.0,4-Tyler,Physical Neglect,243.0
3532,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2018.0,4-Tyler,Refusal To Accept Parental Responsibility,19.0
3533,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2018.0,4-Tyler,Sex Trafficking,5.0
3534,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2018.0,4-Tyler,Sexual Abuse,440.0
3535,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2017.0,4-Tyler,Abandonment,8.0
3536,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2017.0,4-Tyler,Emotional Abuse,64.0
3537,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2017.0,4-Tyler,Medical Neglect,134.0
3538,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2017.0,4-Tyler,Neglectful Supervision,1582.0
3539,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2017.0,4-Tyler,Physical Abuse,641.0
3540,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2017.0,4-Tyler,Physical Neglect,347.0
3541,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2017.0,4-Tyler,Refusal To Accept Parental Responsibility,20.0
3542,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2017.0,4-Tyler,Sex Trafficking,3.0
3543,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2017.0,4-Tyler,Sexual Abuse,437.0
3544,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2016.0,4-Tyler,Abandonment,6.0
3545,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2016.0,4-Tyler,Emotional Abuse,49.0
3546,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2016.0,4-Tyler,Medical Neglect,138.0
3547,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2016.0,4-Tyler,Neglectful Supervision,1579.0
3548,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2016.0,4-Tyler,Physical Abuse,682.0
3549,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2016.0,4-Tyler,Physical Neglect,311.0
3550,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2016.0,4-Tyler,Refusal To Accept Parental Responsibility,16.0
3551,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2016.0,4-Tyler,Sex Trafficking,2.0
3552,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2016.0,4-Tyler,Sexual Abuse,540.0
3553,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2015.0,4-Tyler,Abandonment,2.0
3554,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2015.0,4-Tyler,Emotional Abuse,52.0
3555,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2015.0,4-Tyler,Medical Neglect,112.0
3556,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2015.0,4-Tyler,Neglectful Supervision,1517.0
3557,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2015.0,4-Tyler,Physical Abuse,725.0
3558,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2015.0,4-Tyler,Physical Neglect,385.0
3559,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2015.0,4-Tyler,Refusal To Accept Parental Responsibility,12.0
3560,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2015.0,4-Tyler,Sexual Abuse,404.0
3561,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2014.0,4-Tyler,Emotional Abuse,44.0
3562,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2014.0,4-Tyler,Medical Neglect,135.0
3563,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2014.0,4-Tyler,Neglectful Supervision,1335.0
3564,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2014.0,4-Tyler,Physical Abuse,596.0
3565,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2014.0,4-Tyler,Physical Neglect,302.0
3566,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2014.0,4-Tyler,Refusal To Accept Parental Responsibility,16.0
3567,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2014.0,4-Tyler,Sexual Abuse,375.0
3568,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2013.0,4-Tyler,Abandonment,2.0
3569,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2013.0,4-Tyler,Emotional Abuse,41.0
3570,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2013.0,4-Tyler,Medical Neglect,119.0
3571,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2013.0,4-Tyler,Neglectful Supervision,1211.0
3572,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2013.0,4-Tyler,Physical Abuse,574.0
3573,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2013.0,4-Tyler,Physical Neglect,311.0
3574,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2013.0,4-Tyler,Refusal To Accept Parental Responsibility,5.0
3575,Smith,"80,889",3.0%,4.5%,9.0%,7.9%,10.6%,19.2%,14.3%,18.4%,6.6%,6.5%,"68,192","87,849",41.3%,(X),(X),2013.0,4-Tyler,Sexual Abuse,410.0
3576,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2022.0,11-Edinburg,Emotional Abuse,12.0
3577,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2022.0,11-Edinburg,Medical Neglect,32.0
3578,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2022.0,11-Edinburg,Neglectful Supervision,342.0
3579,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2022.0,11-Edinburg,Physical Abuse,102.0
3580,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2022.0,11-Edinburg,Physical Neglect,22.0
3581,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2022.0,11-Edinburg,Refusal To Accept Parental Responsibility,1.0
3582,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2022.0,11-Edinburg,Sexual Abuse,169.0
3583,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2021.0,11-Edinburg,Abandonment,1.0
3584,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2021.0,11-Edinburg,Emotional Abuse,8.0
3585,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2021.0,11-Edinburg,Medical Neglect,20.0
3586,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2021.0,11-Edinburg,Neglectful Supervision,395.0
3587,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2021.0,11-Edinburg,Physical Abuse,75.0
3588,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2021.0,11-Edinburg,Physical Neglect,50.0
3589,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2021.0,11-Edinburg,Refusal To Accept Parental Responsibility,2.0
3590,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2021.0,11-Edinburg,Sexual Abuse,109.0
3591,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2020.0,11-Edinburg,Emotional Abuse,9.0
3592,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2020.0,11-Edinburg,Medical Neglect,30.0
3593,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2020.0,11-Edinburg,Neglectful Supervision,377.0
3594,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2020.0,11-Edinburg,Physical Abuse,90.0
3595,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2020.0,11-Edinburg,Physical Neglect,37.0
3596,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2020.0,11-Edinburg,Refusal To Accept Parental Responsibility,1.0
3597,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2020.0,11-Edinburg,Sex Trafficking,3.0
3598,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2020.0,11-Edinburg,Sexual Abuse,104.0
3599,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2019.0,11-Edinburg,Abandonment,2.0
3600,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2019.0,11-Edinburg,Emotional Abuse,13.0
3601,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2019.0,11-Edinburg,Labor Trafficking,1.0
3602,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2019.0,11-Edinburg,Medical Neglect,44.0
3603,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2019.0,11-Edinburg,Neglectful Supervision,410.0
3604,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2019.0,11-Edinburg,Physical Abuse,115.0
3605,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2019.0,11-Edinburg,Physical Neglect,42.0
3606,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2019.0,11-Edinburg,Refusal To Accept Parental Responsibility,4.0
3607,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2019.0,11-Edinburg,Sex Trafficking,4.0
3608,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2019.0,11-Edinburg,Sexual Abuse,178.0
3609,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2018.0,11-Edinburg,Emotional Abuse,14.0
3610,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2018.0,11-Edinburg,Medical Neglect,30.0
3611,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2018.0,11-Edinburg,Neglectful Supervision,380.0
3612,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2018.0,11-Edinburg,Physical Abuse,122.0
3613,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2018.0,11-Edinburg,Physical Neglect,60.0
3614,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2018.0,11-Edinburg,Refusal To Accept Parental Responsibility,6.0
3615,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2018.0,11-Edinburg,Sexual Abuse,150.0
3616,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2017.0,11-Edinburg,Abandonment,1.0
3617,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2017.0,11-Edinburg,Emotional Abuse,9.0
3618,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2017.0,11-Edinburg,Medical Neglect,24.0
3619,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2017.0,11-Edinburg,Neglectful Supervision,467.0
3620,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2017.0,11-Edinburg,Physical Abuse,177.0
3621,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2017.0,11-Edinburg,Physical Neglect,81.0
3622,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2017.0,11-Edinburg,Refusal To Accept Parental Responsibility,2.0
3623,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2017.0,11-Edinburg,Sex Trafficking,1.0
3624,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2017.0,11-Edinburg,Sexual Abuse,150.0
3625,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2016.0,11-Edinburg,Emotional Abuse,9.0
3626,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2016.0,11-Edinburg,Medical Neglect,39.0
3627,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2016.0,11-Edinburg,Neglectful Supervision,343.0
3628,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2016.0,11-Edinburg,Physical Abuse,128.0
3629,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2016.0,11-Edinburg,Physical Neglect,68.0
3630,Starr,"19,082",13.6%,12.3%,12.5%,12.7%,22.2%,4.4%,5.8%,8.8%,4.1%,3.4%,"33,871","54,952",31.7%,(X),(X),2016.0,11-Edinburg,Sexual Abuse,134.0
