Fiscal Year,County,Region,Type of Allegation,Allegation Count
2014,Robertson,7-Austin,Refusal To Accept Parental Responsibility,1
2014,Robertson,7-Austin,Sexual Abuse,29
2014,San Saba,7-Austin,Medical Neglect,1
2014,San Saba,7-Austin,Neglectful Supervision,91
2014,San Saba,7-Austin,Physical Abuse,15
2014,San Saba,7-Austin,Physical Neglect,15
2014,San Saba,7-Austin,Sexual Abuse,26
2014,Travis,7-Austin,Abandonment,11
2014,Travis,7-Austin,Emotional Abuse,320
2014,Travis,7-Austin,Medical Neglect,611
2014,Travis,7-Austin,Neglectful Supervision,7717
2014,Travis,7-Austin,Physical Abuse,3534
2014,Travis,7-Austin,Physical Neglect,1064
2014,Travis,7-Austin,Refusal To Accept Parental Responsibility,71
2014,Travis,7-Austin,Sexual Abuse,1582
2014,Washington,7-Austin,Emotional Abuse,5
2014,Washington,7-Austin,Medical Neglect,19
2014,Washington,7-Austin,Neglectful Supervision,187
2014,Washington,7-Austin,Physical Abuse,71
2014,Washington,7-Austin,Physical Neglect,38
2014,Washington,7-Austin,Refusal To Accept Parental Responsibility,2
2014,Washington,7-Austin,Sexual Abuse,53
2014,Williamson,7-Austin,Abandonment,6
2014,Williamson,7-Austin,Emotional Abuse,118
2014,Williamson,7-Austin,Medical Neglect,224
2014,Williamson,7-Austin,Neglectful Supervision,2218
2014,Williamson,7-Austin,Physical Abuse,1073
2014,Williamson,7-Austin,Physical Neglect,317
2014,Williamson,7-Austin,Refusal To Accept Parental Responsibility,22
2014,Williamson,7-Austin,Sexual Abuse,532
2014,Atascosa,8-San Antonio,Abandonment,4
2014,Atascosa,8-San Antonio,Emotional Abuse,15
2014,Atascosa,8-San Antonio,Medical Neglect,59
2014,Atascosa,8-San Antonio,Neglectful Supervision,472
2014,Atascosa,8-San Antonio,Physical Abuse,177
2014,Atascosa,8-San Antonio,Physical Neglect,123
2014,Atascosa,8-San Antonio,Refusal To Accept Parental Responsibility,1
2014,Atascosa,8-San Antonio,Sexual Abuse,136
2014,Bandera,8-San Antonio,Abandonment,1
2014,Bandera,8-San Antonio,Emotional Abuse,3
2014,Bandera,8-San Antonio,Medical Neglect,10
2014,Bandera,8-San Antonio,Neglectful Supervision,137
2014,Bandera,8-San Antonio,Physical Abuse,47
2014,Bandera,8-San Antonio,Physical Neglect,26
2014,Bandera,8-San Antonio,Refusal To Accept Parental Responsibility,3
2014,Bandera,8-San Antonio,Sexual Abuse,34
2014,Bexar,8-San Antonio,Abandonment,38
2014,Bexar,8-San Antonio,Emotional Abuse,612
2014,Bexar,8-San Antonio,Medical Neglect,1391
2014,Bexar,8-San Antonio,Neglectful Supervision,15185
2014,Bexar,8-San Antonio,Physical Abuse,7109
2014,Bexar,8-San Antonio,Physical Neglect,2975
2014,Bexar,8-San Antonio,Refusal To Accept Parental Responsibility,109
2014,Bexar,8-San Antonio,Sexual Abuse,3091
2014,Calhoun,8-San Antonio,Emotional Abuse,5
2014,Calhoun,8-San Antonio,Medical Neglect,21
2014,Calhoun,8-San Antonio,Neglectful Supervision,195
2014,Calhoun,8-San Antonio,Physical Abuse,70
2014,Calhoun,8-San Antonio,Physical Neglect,38
2014,Calhoun,8-San Antonio,Refusal To Accept Parental Responsibility,3
2014,Calhoun,8-San Antonio,Sexual Abuse,40
2014,Comal,8-San Antonio,Abandonment,2
2014,Comal,8-San Antonio,Emotional Abuse,37
2014,Comal,8-San Antonio,Medical Neglect,69
2014,Comal,8-San Antonio,Neglectful Supervision,1002
2014,Comal,8-San Antonio,Physical Abuse,374
2014,Comal,8-San Antonio,Physical Neglect,155
2014,Comal,8-San Antonio,Refusal To Accept Parental Responsibility,5
2014,Comal,8-San Antonio,Sexual Abuse,178
2014,DeWitt,8-San Antonio,Emotional Abuse,7
2014,DeWitt,8-San Antonio,Medical Neglect,13
2014,DeWitt,8-San Antonio,Neglectful Supervision,188
2014,DeWitt,8-San Antonio,Physical Abuse,73
2014,DeWitt,8-San Antonio,Physical Neglect,41
2014,DeWitt,8-San Antonio,Refusal To Accept Parental Responsibility,1
2014,DeWitt,8-San Antonio,Sexual Abuse,32
2014,Dimmit,8-San Antonio,Emotional Abuse,2
2014,Dimmit,8-San Antonio,Medical Neglect,6
2014,Dimmit,8-San Antonio,Neglectful Supervision,120
2014,Dimmit,8-San Antonio,Physical Abuse,52
2014,Dimmit,8-San Antonio,Physical Neglect,8
2014,Dimmit,8-San Antonio,Sexual Abuse,31
2014,Edwards,8-San Antonio,Medical Neglect,1
2014,Edwards,8-San Antonio,Neglectful Supervision,14
2014,Edwards,8-San Antonio,Physical Abuse,3
2014,Edwards,8-San Antonio,Physical Neglect,1
2014,Edwards,8-San Antonio,Sexual Abuse,2
2014,Frio,8-San Antonio,Emotional Abuse,3
2014,Frio,8-San Antonio,Medical Neglect,15
2014,Frio,8-San Antonio,Neglectful Supervision,259
2014,Frio,8-San Antonio,Physical Abuse,89
2014,Frio,8-San Antonio,Physical Neglect,44
2014,Frio,8-San Antonio,Refusal To Accept Parental Responsibility,2
2014,Frio,8-San Antonio,Sexual Abuse,54
2014,Gillespie,8-San Antonio,Emotional Abuse,6
2014,Gillespie,8-San Antonio,Medical Neglect,6
2014,Gillespie,8-San Antonio,Neglectful Supervision,106
2014,Gillespie,8-San Antonio,Physical Abuse,62
2014,Gillespie,8-San Antonio,Physical Neglect,16
2014,Gillespie,8-San Antonio,Refusal To Accept Parental Responsibility,3
2014,Gillespie,8-San Antonio,Sexual Abuse,22
2014,Goliad,8-San Antonio,Emotional Abuse,1
2014,Goliad,8-San Antonio,Medical Neglect,6
2014,Goliad,8-San Antonio,Neglectful Supervision,56
2014,Goliad,8-San Antonio,Physical Abuse,25
2014,Goliad,8-San Antonio,Physical Neglect,8
2014,Goliad,8-San Antonio,Sexual Abuse,18
2014,Gonzales,8-San Antonio,Emotional Abuse,4
2014,Gonzales,8-San Antonio,Medical Neglect,15
2014,Gonzales,8-San Antonio,Neglectful Supervision,186
2014,Gonzales,8-San Antonio,Physical Abuse,76
2014,Gonzales,8-San Antonio,Physical Neglect,50
2014,Gonzales,8-San Antonio,Refusal To Accept Parental Responsibility,1
2014,Gonzales,8-San Antonio,Sexual Abuse,40
2014,Guadalupe,8-San Antonio,Abandonment,1
2014,Guadalupe,8-San Antonio,Emotional Abuse,34
2014,Guadalupe,8-San Antonio,Medical Neglect,87
2014,Guadalupe,8-San Antonio,Neglectful Supervision,938
2014,Guadalupe,8-San Antonio,Physical Abuse,459
2014,Guadalupe,8-San Antonio,Physical Neglect,207
2014,Guadalupe,8-San Antonio,Refusal To Accept Parental Responsibility,10
2014,Guadalupe,8-San Antonio,Sexual Abuse,263
2014,Jackson,8-San Antonio,Abandonment,1
2014,Jackson,8-San Antonio,Emotional Abuse,9
2014,Jackson,8-San Antonio,Medical Neglect,11
2014,Jackson,8-San Antonio,Neglectful Supervision,120
2014,Jackson,8-San Antonio,Physical Abuse,43
2014,Jackson,8-San Antonio,Physical Neglect,18
2014,Jackson,8-San Antonio,Refusal To Accept Parental Responsibility,1
2014,Jackson,8-San Antonio,Sexual Abuse,29
2014,Karnes,8-San Antonio,Abandonment,2
2014,Karnes,8-San Antonio,Emotional Abuse,4
2014,Karnes,8-San Antonio,Medical Neglect,7
2014,Karnes,8-San Antonio,Neglectful Supervision,117
2014,Karnes,8-San Antonio,Physical Abuse,51
2014,Karnes,8-San Antonio,Physical Neglect,36
2014,Karnes,8-San Antonio,Sexual Abuse,36
2014,Kendall,8-San Antonio,Emotional Abuse,14
2014,Kendall,8-San Antonio,Medical Neglect,20
2014,Kendall,8-San Antonio,Neglectful Supervision,163
2014,Kendall,8-San Antonio,Physical Abuse,88
2014,Kendall,8-San Antonio,Physical Neglect,13
2014,Kendall,8-San Antonio,Refusal To Accept Parental Responsibility,3
2014,Kendall,8-San Antonio,Sexual Abuse,58
2014,Kerr,8-San Antonio,Abandonment,1
2014,Kerr,8-San Antonio,Emotional Abuse,14
2014,Kerr,8-San Antonio,Medical Neglect,24
2014,Kerr,8-San Antonio,Neglectful Supervision,514
2014,Kerr,8-San Antonio,Physical Abuse,158
2014,Kerr,8-San Antonio,Physical Neglect,107
2014,Kerr,8-San Antonio,Refusal To Accept Parental Responsibility,4
2014,Kerr,8-San Antonio,Sexual Abuse,119
2014,Kinney,8-San Antonio,Abandonment,1
2014,Kinney,8-San Antonio,Medical Neglect,2
2014,Kinney,8-San Antonio,Neglectful Supervision,15
2014,Kinney,8-San Antonio,Physical Abuse,9
2014,Kinney,8-San Antonio,Physical Neglect,2
2014,Kinney,8-San Antonio,Sexual Abuse,9
2014,La Salle,8-San Antonio,Emotional Abuse,4
2014,La Salle,8-San Antonio,Medical Neglect,5
2014,La Salle,8-San Antonio,Neglectful Supervision,68
2014,La Salle,8-San Antonio,Physical Abuse,26
2014,La Salle,8-San Antonio,Physical Neglect,20
2014,La Salle,8-San Antonio,Sexual Abuse,8
2014,Lavaca,8-San Antonio,Emotional Abuse,2
2014,Lavaca,8-San Antonio,Medical Neglect,18
2014,Lavaca,8-San Antonio,Neglectful Supervision,86
2014,Lavaca,8-San Antonio,Physical Abuse,41
2014,Lavaca,8-San Antonio,Physical Neglect,35
2014,Lavaca,8-San Antonio,Sexual Abuse,19
2014,Maverick,8-San Antonio,Emotional Abuse,10
2014,Maverick,8-San Antonio,Medical Neglect,27
2014,Maverick,8-San Antonio,Neglectful Supervision,219
2014,Maverick,8-San Antonio,Physical Abuse,110
2014,Maverick,8-San Antonio,Physical Neglect,47
2014,Maverick,8-San Antonio,Refusal To Accept Parental Responsibility,2
2014,Maverick,8-San Antonio,Sexual Abuse,61
2014,Medina,8-San Antonio,Emotional Abuse,6
2014,Medina,8-San Antonio,Medical Neglect,24
2014,Medina,8-San Antonio,Neglectful Supervision,347
2014,Medina,8-San Antonio,Physical Abuse,136
2014,Medina,8-San Antonio,Physical Neglect,75
2014,Medina,8-San Antonio,Refusal To Accept Parental Responsibility,1
2014,Medina,8-San Antonio,Sexual Abuse,75
2014,Real,8-San Antonio,Emotional Abuse,2
2014,Real,8-San Antonio,Medical Neglect,1
2014,Real,8-San Antonio,Neglectful Supervision,30
2014,Real,8-San Antonio,Physical Abuse,9
2014,Real,8-San Antonio,Physical Neglect,8
2014,Real,8-San Antonio,Sexual Abuse,9
2014,Uvalde,8-San Antonio,Abandonment,4
2014,Uvalde,8-San Antonio,Emotional Abuse,13
2014,Uvalde,8-San Antonio,Medical Neglect,30
2014,Uvalde,8-San Antonio,Neglectful Supervision,261
2014,Uvalde,8-San Antonio,Physical Abuse,85
2014,Uvalde,8-San Antonio,Physical Neglect,60
2014,Uvalde,8-San Antonio,Sexual Abuse,61
2014,Val Verde,8-San Antonio,Emotional Abuse,11
2014,Val Verde,8-San Antonio,Medical Neglect,28
2014,Val Verde,8-San Antonio,Neglectful Supervision,178
2014,Val Verde,8-San Antonio,Physical Abuse,109
2014,Val Verde,8-San Antonio,Physical Neglect,46
2014,Val Verde,8-San Antonio,Refusal To Accept Parental Responsibility,1
2014,Val Verde,8-San Antonio,Sexual Abuse,43
2014,Victoria,8-San Antonio,Emotional Abuse,28
2014,Victoria,8-San Antonio,Medical Neglect,87
2014,Victoria,8-San Antonio,Neglectful Supervision,785
2014,Victoria,8-San Antonio,Physical Abuse,350
2014,Victoria,8-San Antonio,Physical Neglect,161
2014,Victoria,8-San Antonio,Refusal To Accept Parental Responsibility,11
2014,Victoria,8-San Antonio,Sexual Abuse,188
2014,Wilson,8-San Antonio,Emotional Abuse,15
2014,Wilson,8-San Antonio,Medical Neglect,29
2014,Wilson,8-San Antonio,Neglectful Supervision,232
2014,Wilson,8-San Antonio,Physical Abuse,106
2014,Wilson,8-San Antonio,Physical Neglect,67
2014,Wilson,8-San Antonio,Refusal To Accept Parental Responsibility,3
2014,Wilson,8-San Antonio,Sexual Abuse,65
2014,Zavala,8-San Antonio,Abandonment,3
2014,Zavala,8-San Antonio,Emotional Abuse,4
2014,Zavala,8-San Antonio,Medical Neglect,7
2014,Zavala,8-San Antonio,Neglectful Supervision,135
2014,Zavala,8-San Antonio,Physical Abuse,47
2014,Zavala,8-San Antonio,Physical Neglect,36
2014,Zavala,8-San Antonio,Sexual Abuse,36
2014,Andrews,9-Midland,Abandonment,1
2014,Andrews,9-Midland,Emotional Abuse,7
2014,Andrews,9-Midland,Medical Neglect,7
2014,Andrews,9-Midland,Neglectful Supervision,123
2014,Andrews,9-Midland,Physical Abuse,58
2014,Andrews,9-Midland,Physical Neglect,32
2014,Andrews,9-Midland,Sexual Abuse,31
2014,Borden,9-Midland,Neglectful Supervision,1
2014,Borden,9-Midland,Physical Abuse,1
2014,Coke,9-Midland,Emotional Abuse,2
2014,Coke,9-Midland,Medical Neglect,3
2014,Coke,9-Midland,Neglectful Supervision,32
2014,Coke,9-Midland,Physical Abuse,8
2014,Coke,9-Midland,Physical Neglect,11
2014,Coke,9-Midland,Sexual Abuse,11
2014,Concho,9-Midland,Neglectful Supervision,24
2014,Concho,9-Midland,Physical Abuse,4
2014,Concho,9-Midland,Physical Neglect,7
2014,Concho,9-Midland,Refusal To Accept Parental Responsibility,1
2014,Concho,9-Midland,Sexual Abuse,9
2014,Crane,9-Midland,Emotional Abuse,1
2014,Crane,9-Midland,Medical Neglect,1
2014,Crane,9-Midland,Neglectful Supervision,10
2014,Crane,9-Midland,Physical Abuse,7
2014,Crane,9-Midland,Physical Neglect,3
2014,Crockett,9-Midland,Emotional Abuse,1
2014,Crockett,9-Midland,Medical Neglect,1
2014,Crockett,9-Midland,Neglectful Supervision,44
2014,Crockett,9-Midland,Physical Abuse,21
2014,Crockett,9-Midland,Physical Neglect,6
2014,Crockett,9-Midland,Refusal To Accept Parental Responsibility,1
2014,Crockett,9-Midland,Sexual Abuse,6
2014,Dawson,9-Midland,Emotional Abuse,9
2014,Dawson,9-Midland,Medical Neglect,23
2014,Dawson,9-Midland,Neglectful Supervision,202
2014,Dawson,9-Midland,Physical Abuse,75
2014,Dawson,9-Midland,Physical Neglect,68
2014,Dawson,9-Midland,Refusal To Accept Parental Responsibility,1
2014,Dawson,9-Midland,Sexual Abuse,57
2014,Ector,9-Midland,Abandonment,8
2014,Ector,9-Midland,Emotional Abuse,57
2014,Ector,9-Midland,Medical Neglect,125
2014,Ector,9-Midland,Neglectful Supervision,1308
2014,Ector,9-Midland,Physical Abuse,635
2014,Ector,9-Midland,Physical Neglect,333
2014,Ector,9-Midland,Refusal To Accept Parental Responsibility,13
2014,Ector,9-Midland,Sexual Abuse,309
2014,Gaines,9-Midland,Emotional Abuse,1
2014,Gaines,9-Midland,Medical Neglect,9
2014,Gaines,9-Midland,Neglectful Supervision,97
2014,Gaines,9-Midland,Physical Abuse,27
2014,Gaines,9-Midland,Physical Neglect,28
2014,Gaines,9-Midland,Refusal To Accept Parental Responsibility,1
2014,Gaines,9-Midland,Sexual Abuse,20
2014,Glasscock,9-Midland,Neglectful Supervision,3
2014,Glasscock,9-Midland,Sexual Abuse,2
2014,Howard,9-Midland,Abandonment,1
2014,Howard,9-Midland,Emotional Abuse,11
2014,Howard,9-Midland,Medical Neglect,36
2014,Howard,9-Midland,Neglectful Supervision,379
2014,Howard,9-Midland,Physical Abuse,142
2014,Howard,9-Midland,Physical Neglect,76
2014,Howard,9-Midland,Refusal To Accept Parental Responsibility,1
2014,Howard,9-Midland,Sexual Abuse,68
2014,Irion,9-Midland,Emotional Abuse,1
2014,Irion,9-Midland,Neglectful Supervision,13
2014,Irion,9-Midland,Physical Abuse,4
2014,Irion,9-Midland,Sexual Abuse,1
2014,Kimble,9-Midland,Medical Neglect,6
2014,Kimble,9-Midland,Neglectful Supervision,43
2014,Kimble,9-Midland,Physical Abuse,15
2014,Kimble,9-Midland,Physical Neglect,11
2014,Kimble,9-Midland,Sexual Abuse,11
2014,Martin,9-Midland,Emotional Abuse,1
2014,Martin,9-Midland,Medical Neglect,3
2014,Martin,9-Midland,Neglectful Supervision,21
2014,Martin,9-Midland,Physical Abuse,11
2014,Martin,9-Midland,Physical Neglect,2
2014,Martin,9-Midland,Sexual Abuse,7
2014,Mason,9-Midland,Medical Neglect,4
2014,Mason,9-Midland,Neglectful Supervision,24
2014,Mason,9-Midland,Physical Abuse,16
2014,Mason,9-Midland,Physical Neglect,9
2014,Mason,9-Midland,Sexual Abuse,6
2014,McCulloch,9-Midland,Emotional Abuse,6
2014,McCulloch,9-Midland,Medical Neglect,4
2014,McCulloch,9-Midland,Neglectful Supervision,98
2014,McCulloch,9-Midland,Physical Abuse,27
2014,McCulloch,9-Midland,Physical Neglect,26
2014,McCulloch,9-Midland,Sexual Abuse,17
2014,Menard,9-Midland,Neglectful Supervision,15
2014,Menard,9-Midland,Physical Abuse,3
2014,Menard,9-Midland,Physical Neglect,1
2014,Menard,9-Midland,Sexual Abuse,3
2014,Midland,9-Midland,Abandonment,2
2014,Midland,9-Midland,Emotional Abuse,38
2014,Midland,9-Midland,Medical Neglect,84
2014,Midland,9-Midland,Neglectful Supervision,813
2014,Midland,9-Midland,Physical Abuse,438
2014,Midland,9-Midland,Physical Neglect,187
2014,Midland,9-Midland,Refusal To Accept Parental Responsibility,6
2014,Midland,9-Midland,Sexual Abuse,227
2014,Pecos,9-Midland,Emotional Abuse,6
2014,Pecos,9-Midland,Medical Neglect,7
2014,Pecos,9-Midland,Neglectful Supervision,95
2014,Pecos,9-Midland,Physical Abuse,35
2014,Pecos,9-Midland,Physical Neglect,29
2014,Pecos,9-Midland,Sexual Abuse,31
2014,Reagan,9-Midland,Emotional Abuse,3
2014,Reagan,9-Midland,Medical Neglect,2
2014,Reagan,9-Midland,Neglectful Supervision,17
2014,Reagan,9-Midland,Physical Abuse,8
2014,Reagan,9-Midland,Physical Neglect,7
2014,Reagan,9-Midland,Sexual Abuse,9
2014,Reeves,9-Midland,Emotional Abuse,3
2014,Reeves,9-Midland,Medical Neglect,4
2014,Reeves,9-Midland,Neglectful Supervision,82
2014,Reeves,9-Midland,Physical Abuse,46
2014,Reeves,9-Midland,Physical Neglect,20
2014,Reeves,9-Midland,Sexual Abuse,26
2014,Schleicher,9-Midland,Medical Neglect,5
2014,Schleicher,9-Midland,Neglectful Supervision,37
2014,Schleicher,9-Midland,Physical Abuse,19
2014,Schleicher,9-Midland,Physical Neglect,2
2014,Schleicher,9-Midland,Refusal To Accept Parental Responsibility,1
2014,Schleicher,9-Midland,Sexual Abuse,17
2014,Sterling,9-Midland,Emotional Abuse,1
2014,Sterling,9-Midland,Neglectful Supervision,12
2014,Sterling,9-Midland,Physical Abuse,1
2014,Sterling,9-Midland,Physical Neglect,1
2014,Sterling,9-Midland,Sexual Abuse,12
2014,Sutton,9-Midland,Medical Neglect,2
2014,Sutton,9-Midland,Neglectful Supervision,21
2014,Sutton,9-Midland,Physical Abuse,5
2014,Sutton,9-Midland,Physical Neglect,3
2014,Sutton,9-Midland,Sexual Abuse,3
2014,Terrell,9-Midland,Neglectful Supervision,2
2014,Terrell,9-Midland,Physical Abuse,2
2014,Tom Green,9-Midland,Abandonment,3
2014,Tom Green,9-Midland,Emotional Abuse,45
2014,Tom Green,9-Midland,Medical Neglect,120
2014,Tom Green,9-Midland,Neglectful Supervision,1266
2014,Tom Green,9-Midland,Physical Abuse,534
2014,Tom Green,9-Midland,Physical Neglect,220
2014,Tom Green,9-Midland,Refusal To Accept Parental Responsibility,8
2014,Tom Green,9-Midland,Sexual Abuse,303
2014,Upton,9-Midland,Medical Neglect,2
2014,Upton,9-Midland,Neglectful Supervision,25
2014,Upton,9-Midland,Physical Abuse,9
2014,Upton,9-Midland,Physical Neglect,12
2014,Upton,9-Midland,Sexual Abuse,10
2014,Ward,9-Midland,Emotional Abuse,6
2014,Ward,9-Midland,Medical Neglect,13
2014,Ward,9-Midland,Neglectful Supervision,149
2014,Ward,9-Midland,Physical Abuse,51
2014,Ward,9-Midland,Physical Neglect,38
2014,Ward,9-Midland,Sexual Abuse,10
2014,Winkler,9-Midland,Medical Neglect,5
2014,Winkler,9-Midland,Neglectful Supervision,75
2014,Winkler,9-Midland,Physical Abuse,36
2014,Winkler,9-Midland,Physical Neglect,20
2014,Winkler,9-Midland,Sexual Abuse,12
2014,Brewster,10-El Paso,Medical Neglect,5
2014,Brewster,10-El Paso,Neglectful Supervision,48
2014,Brewster,10-El Paso,Physical Abuse,12
2014,Brewster,10-El Paso,Physical Neglect,12
2014,Brewster,10-El Paso,Sexual Abuse,22
2014,Culberson,10-El Paso,Emotional Abuse,1
2014,Culberson,10-El Paso,Medical Neglect,1
2014,Culberson,10-El Paso,Neglectful Supervision,28
2014,Culberson,10-El Paso,Physical Abuse,13
2014,Culberson,10-El Paso,Physical Neglect,4
2014,Culberson,10-El Paso,Sexual Abuse,4
2014,El Paso,10-El Paso,Abandonment,8
2014,El Paso,10-El Paso,Emotional Abuse,296
2014,El Paso,10-El Paso,Medical Neglect,516
2014,El Paso,10-El Paso,Neglectful Supervision,5245
2014,El Paso,10-El Paso,Physical Abuse,2641
2014,El Paso,10-El Paso,Physical Neglect,996
2014,El Paso,10-El Paso,Refusal To Accept Parental Responsibility,48
2014,El Paso,10-El Paso,Sexual Abuse,1210
2014,Hudspeth,10-El Paso,Medical Neglect,1
2014,Hudspeth,10-El Paso,Neglectful Supervision,10
2014,Hudspeth,10-El Paso,Physical Abuse,12
2014,Hudspeth,10-El Paso,Sexual Abuse,6
2014,Jeff Davis,10-El Paso,Neglectful Supervision,15
2014,Jeff Davis,10-El Paso,Physical Abuse,2
2014,Jeff Davis,10-El Paso,Physical Neglect,2
2014,Jeff Davis,10-El Paso,Sexual Abuse,2
2014,Presidio,10-El Paso,Medical Neglect,1
2014,Presidio,10-El Paso,Neglectful Supervision,19
2014,Presidio,10-El Paso,Physical Abuse,7
2014,Presidio,10-El Paso,Physical Neglect,3
2014,Presidio,10-El Paso,Sexual Abuse,11
2014,Aransas,11-Edinburg,Abandonment,2
2014,Aransas,11-Edinburg,Emotional Abuse,6
2014,Aransas,11-Edinburg,Medical Neglect,30
2014,Aransas,11-Edinburg,Neglectful Supervision,292
2014,Aransas,11-Edinburg,Physical Abuse,108
2014,Aransas,11-Edinburg,Physical Neglect,91
2014,Aransas,11-Edinburg,Refusal To Accept Parental Responsibility,1
2014,Aransas,11-Edinburg,Sexual Abuse,57
2014,Bee,11-Edinburg,Emotional Abuse,9
2014,Bee,11-Edinburg,Medical Neglect,30
2014,Bee,11-Edinburg,Neglectful Supervision,329
2014,Bee,11-Edinburg,Physical Abuse,116
2014,Bee,11-Edinburg,Physical Neglect,97
2014,Bee,11-Edinburg,Refusal To Accept Parental Responsibility,3
2014,Bee,11-Edinburg,Sexual Abuse,81
2014,Brooks,11-Edinburg,Emotional Abuse,2
2014,Brooks,11-Edinburg,Medical Neglect,16
2014,Brooks,11-Edinburg,Neglectful Supervision,116
2014,Brooks,11-Edinburg,Physical Abuse,35
2014,Brooks,11-Edinburg,Physical Neglect,34
2014,Brooks,11-Edinburg,Sexual Abuse,25
2014,Cameron,11-Edinburg,Abandonment,5
2014,Cameron,11-Edinburg,Emotional Abuse,136
2014,Cameron,11-Edinburg,Medical Neglect,361
2014,Cameron,11-Edinburg,Neglectful Supervision,3822
2014,Cameron,11-Edinburg,Physical Abuse,1546
2014,Cameron,11-Edinburg,Physical Neglect,720
2014,Cameron,11-Edinburg,Refusal To Accept Parental Responsibility,57
2014,Cameron,11-Edinburg,Sexual Abuse,1129
2014,Duval,11-Edinburg,Emotional Abuse,1
2014,Duval,11-Edinburg,Medical Neglect,11
2014,Duval,11-Edinburg,Neglectful Supervision,103
2014,Duval,11-Edinburg,Physical Abuse,37
2014,Duval,11-Edinburg,Physical Neglect,29
2014,Duval,11-Edinburg,Sexual Abuse,45
2014,Hidalgo,11-Edinburg,Abandonment,14
2014,Hidalgo,11-Edinburg,Emotional Abuse,228
2014,Hidalgo,11-Edinburg,Medical Neglect,691
2014,Hidalgo,11-Edinburg,Neglectful Supervision,6813
2014,Hidalgo,11-Edinburg,Physical Abuse,2844
2014,Hidalgo,11-Edinburg,Physical Neglect,1366
2014,Hidalgo,11-Edinburg,Refusal To Accept Parental Responsibility,46
2014,Hidalgo,11-Edinburg,Sexual Abuse,1979
2014,Jim Hogg,11-Edinburg,Emotional Abuse,2
2014,Jim Hogg,11-Edinburg,Medical Neglect,5
2014,Jim Hogg,11-Edinburg,Neglectful Supervision,72
2014,Jim Hogg,11-Edinburg,Physical Abuse,34
2014,Jim Hogg,11-Edinburg,Physical Neglect,19
2014,Jim Hogg,11-Edinburg,Sexual Abuse,16
2014,Jim Wells,11-Edinburg,Emotional Abuse,22
2014,Jim Wells,11-Edinburg,Medical Neglect,31
2014,Jim Wells,11-Edinburg,Neglectful Supervision,421
2014,Jim Wells,11-Edinburg,Physical Abuse,171
2014,Jim Wells,11-Edinburg,Physical Neglect,95
2014,Jim Wells,11-Edinburg,Refusal To Accept Parental Responsibility,2
2014,Jim Wells,11-Edinburg,Sexual Abuse,55
2014,Kleberg,11-Edinburg,Emotional Abuse,3
2014,Kleberg,11-Edinburg,Medical Neglect,21
2014,Kleberg,11-Edinburg,Neglectful Supervision,292
2014,Kleberg,11-Edinburg,Physical Abuse,101
2014,Kleberg,11-Edinburg,Physical Neglect,103
2014,Kleberg,11-Edinburg,Sexual Abuse,75
2014,Live Oak,11-Edinburg,Emotional Abuse,3
2014,Live Oak,11-Edinburg,Medical Neglect,5
2014,Live Oak,11-Edinburg,Neglectful Supervision,91
2014,Live Oak,11-Edinburg,Physical Abuse,32
2014,Live Oak,11-Edinburg,Physical Neglect,38
2014,Live Oak,11-Edinburg,Refusal To Accept Parental Responsibility,2
2014,Live Oak,11-Edinburg,Sexual Abuse,17
2014,McMullen,11-Edinburg,Medical Neglect,3
2014,McMullen,11-Edinburg,Neglectful Supervision,9
2014,McMullen,11-Edinburg,Physical Abuse,5
2014,McMullen,11-Edinburg,Physical Neglect,1
2014,Nueces,11-Edinburg,Abandonment,12
2014,Nueces,11-Edinburg,Emotional Abuse,155
2014,Nueces,11-Edinburg,Medical Neglect,367
2014,Nueces,11-Edinburg,Neglectful Supervision,4004
2014,Nueces,11-Edinburg,Physical Abuse,1680
2014,Nueces,11-Edinburg,Physical Neglect,939
2014,Nueces,11-Edinburg,Refusal To Accept Parental Responsibility,25
2014,Nueces,11-Edinburg,Sexual Abuse,911
2014,Refugio,11-Edinburg,Abandonment,1
2014,Refugio,11-Edinburg,Medical Neglect,2
2014,Refugio,11-Edinburg,Neglectful Supervision,62
2014,Refugio,11-Edinburg,Physical Abuse,20
2014,Refugio,11-Edinburg,Physical Neglect,13
2014,Refugio,11-Edinburg,Refusal To Accept Parental Responsibility,1
2014,Refugio,11-Edinburg,Sexual Abuse,19
2014,San Patricio,11-Edinburg,Emotional Abuse,32
2014,San Patricio,11-Edinburg,Medical Neglect,93
2014,San Patricio,11-Edinburg,Neglectful Supervision,921
2014,San Patricio,11-Edinburg,Physical Abuse,365
2014,San Patricio,11-Edinburg,Physical Neglect,220
2014,San Patricio,11-Edinburg,Refusal To Accept Parental Responsibility,8
2014,San Patricio,11-Edinburg,Sexual Abuse,241
2014,Starr,11-Edinburg,Abandonment,1
2014,Starr,11-Edinburg,Emotional Abuse,10
2014,Starr,11-Edinburg,Medical Neglect,32
2014,Starr,11-Edinburg,Neglectful Supervision,368
2014,Starr,11-Edinburg,Physical Abuse,119
2014,Starr,11-Edinburg,Physical Neglect,63
2014,Starr,11-Edinburg,Refusal To Accept Parental Responsibility,3
2014,Starr,11-Edinburg,Sexual Abuse,101
2014,Webb,11-Edinburg,Emotional Abuse,62
2014,Webb,11-Edinburg,Medical Neglect,186
2014,Webb,11-Edinburg,Neglectful Supervision,1949
2014,Webb,11-Edinburg,Physical Abuse,895
